id,Booking_status,Probability
42264,0,0.08479922
42265,1,0.80212826
42266,0,0.013920576
42267,0,0.24161747
42268,1,0.82089466
42269,0,0.10680019
42270,1,0.86672556
42271,1,0.77640617
42272,0,0.07692951
42273,0,0.11202341
42274,1,0.84808445
42275,0,0.26937672
42276,0,0.13185172
42277,0,0.10592943
42278,0,0.036378246
42279,0,0.28564918
42280,0,0.3619767
42281,0,0.0012875611
42282,1,0.6149991
42283,0,0.053767264
42284,0,0.35597974
42285,0,0.039265063
42286,0,0.08014293
42287,1,0.7403868
42288,0,0.34935838
42289,1,0.7388977
42290,0,0.027191302
42291,1,0.8980723
42292,0,0.10543093
42293,1,0.807792
42294,1,0.97784513
42295,0,0.19590573
42296,0,0.048379116
42297,0,0.24188349
42298,0,0.09125175
42299,1,0.8248183
42300,0,0.18719515
42301,0,0.4339107
42302,0,0.25223967
42303,0,0.28681892
42304,0,0.12452034
42305,0,0.30521396
42306,0,0.21017258
42307,0,0.06440044
42308,0,0.26955757
42309,0,0.16619553
42310,0,0.47694808
42311,1,0.6440539
42312,0,0.092424296
42313,1,0.92680156
42314,1,0.637494
42315,0,0.2207336
42316,1,0.6304455
42317,0,0.13348883
42318,0,0.39548033
42319,0,0.013623137
42320,0,0.30487278
42321,0,0.4837967
42322,1,0.8133161
42323,0,0.035193503
42324,1,0.73407817
42325,0,0.037338577
42326,1,0.59895825
42327,0,0.029043447
42328,0,0.10501536
42329,0,0.037375674
42330,1,0.79233253
42331,0,0.47883844
42332,1,0.51114076
42333,1,0.711381
42334,0,0.020079916
42335,1,0.7698384
42336,0,0.10651839
42337,1,0.7554623
42338,0,0.27167293
42339,0,0.008518264
42340,0,0.061542753
42341,1,0.66252744
42342,1,0.84926444
42343,0,0.43732268
42344,0,0.34924182
42345,0,0.019960083
42346,1,0.97805774
42347,1,0.8122863
42348,1,0.7493581
42349,0,0.03538881
42350,0,0.44196567
42351,0,0.038230196
42352,1,0.7485564
42353,1,0.7960395
42354,0,0.100135244
42355,0,0.18033451
42356,1,0.61564213
42357,0,0.00030723095
42358,1,0.84295964
42359,0,0.11451508
42360,1,0.8180909
42361,0,0.1519507
42362,1,0.7120553
42363,0,0.21203084
42364,0,0.2322366
42365,0,0.16208893
42366,0,0.23708111
42367,1,0.7115868
42368,1,0.5181041
42369,1,0.78832734
42370,0,0.4121917
42371,0,0.037289374
42372,1,0.60418993
42373,1,0.8864387
42374,0,0.3995336
42375,0,0.29990533
42376,0,0.034643725
42377,1,0.90423065
42378,1,0.6290461
42379,0,0.104793474
42380,0,0.016648974
42381,0,0.46984494
42382,1,0.7002556
42383,1,0.92000085
42384,0,0.26653755
42385,0,0.007743544
42386,1,0.8694249
42387,1,0.7108071
42388,0,0.043891616
42389,0,0.012596948
42390,1,0.8461463
42391,0,0.17408043
42392,0,0.043502845
42393,0,0.14390835
42394,0,0.399031
42395,1,0.5475393
42396,0,0.05016205
42397,1,0.93498856
42398,0,0.10910728
42399,1,0.8363204
42400,1,0.6099833
42401,0,0.32626832
42402,1,0.62037665
42403,0,0.3854647
42404,0,0.333718
42405,0,0.26583079
42406,0,0.49906066
42407,0,0.14549421
42408,0,0.19228724
42409,0,0.4050205
42410,1,0.57582635
42411,0,8.925561e-11
42412,1,0.8701249
42413,1,0.65197986
42414,1,0.6982923
42415,0,0.19169694
42416,1,0.84362495
42417,0,0.17557257
42418,0,0.38155827
42419,0,0.3112861
42420,0,0.14742933
42421,0,0.029173872
42422,1,0.5250665
42423,1,0.6949162
42424,1,0.81964976
42425,0,0.37503725
42426,0,0.44036126
42427,0,0.049381386
42428,0,0.30758306
42429,1,0.9664707
42430,0,0.4161622
42431,1,0.74158466
42432,1,0.90972334
42433,0,0.22457886
42434,0,5.4364887e-06
42435,0,0.043936886
42436,0,0.4911052
42437,0,0.24138804
42438,0,0.3229595
42439,1,0.9664202
42440,0,0.19134781
42441,1,0.9156829
42442,0,0.13936484
42443,0,0.265246
42444,0,0.044171892
42445,0,0.066504024
42446,1,0.9460384
42447,0,0.126982
42448,0,0.04296004
42449,0,0.17962074
42450,0,0.21283586
42451,0,0.15976313
42452,0,0.018348834
42453,0,0.10906347
42454,0,0.14207368
42455,0,0.27564016
42456,0,0.24371022
42457,0,0.038759843
42458,0,0.4270465
42459,0,0.33454216
42460,1,0.7112443
42461,0,0.1170782
42462,1,0.68214995
42463,0,0.24604155
42464,1,0.657094
42465,0,0.13402827
42466,1,0.78705716
42467,0,0.34644714
42468,0,0.31593737
42469,0,0.05408694
42470,0,0.17967387
42471,1,0.5206897
42472,0,0.40546438
42473,0,0.06026053
42474,1,0.6566893
42475,0,0.07903832
42476,0,0.00061690545
42477,0,0.4374997
42478,1,0.8703196
42479,1,0.76352584
42480,0,0.005013185
42481,0,0.23682652
42482,0,0.051673
42483,0,0.4013368
42484,0,0.20188436
42485,0,0.00037578787
42486,1,0.77246356
42487,1,0.5393109
42488,0,0.0009899602
42489,0,0.20727763
42490,0,0.08114212
42491,1,0.76396716
42492,0,0.4862142
42493,0,0.21492623
42494,0,0.33167985
42495,0,0.41944557
42496,0,0.48817316
42497,0,0.0128733665
42498,0,0.05866632
42499,0,0.062305696
42500,0,0.13542694
42501,0,0.46586743
42502,1,0.5059857
42503,1,0.9029124
42504,0,0.04150157
42505,0,1.8572068e-08
42506,1,0.5139467
42507,0,0.011840181
42508,0,0.22128692
42509,0,0.27016988
42510,1,0.60066193
42511,1,0.50139546
42512,0,0.3079046
42513,0,0.008422973
42514,0,0.0240312
42515,1,0.657287
42516,1,0.60170585
42517,1,0.56492776
42518,1,0.6334096
42519,0,0.40152794
42520,1,0.604924
42521,0,0.016845105
42522,0,0.30095804
42523,0,0.40805548
42524,0,0.48245382
42525,1,0.7878538
42526,1,0.805852
42527,1,0.5317608
42528,1,0.63483757
42529,0,0.09280837
42530,1,0.75132865
42531,1,0.90505004
42532,0,0.18483835
42533,0,0.41978198
42534,0,0.11519467
42535,1,0.9088714
42536,0,0.10728972
42537,0,0.11148234
42538,1,0.7359672
42539,0,0.3026422
42540,0,0.25597382
42541,0,0.21774653
42542,0,0.11012278
42543,1,0.5652094
42544,0,0.03212348
42545,1,0.8922235
42546,0,0.03365733
42547,0,0.37848476
42548,1,0.5525243
42549,0,0.22694193
42550,1,0.57717055
42551,1,0.9218275
42552,1,0.70172065
42553,0,0.0065129246
42554,0,0.20350005
42555,0,0.36669183
42556,0,0.25762838
42557,1,0.57353145
42558,0,0.3584335
42559,0,0.09180963
42560,0,0.26556867
42561,1,0.73382246
42562,1,0.8732488
42563,1,0.7657366
42564,0,0.45652503
42565,1,0.5460159
42566,1,0.9629589
42567,0,0.15561205
42568,0,0.011281179
42569,0,0.16795167
42570,0,0.46253783
42571,0,6.9985367e-06
42572,0,0.4864085
42573,0,0.31369826
42574,1,0.53947395
42575,1,0.6682452
42576,0,0.2083216
42577,0,0.14479561
42578,0,0.02276282
42579,0,0.034874097
42580,0,2.8435923e-20
42581,1,0.8974199
42582,0,0.046426903
42583,0,0.04467793
42584,0,0.022673786
42585,0,0.15104401
42586,0,0.00014583753
42587,1,0.72363865
42588,1,0.60418993
42589,1,0.69471395
42590,1,0.8828352
42591,0,0.1433288
42592,0,0.17189685
42593,0,0.4017704
42594,0,0.020461725
42595,0,0.49731043
42596,0,0.4094749
42597,0,0.11557994
42598,0,0.31758133
42599,0,0.3166176
42600,0,0.0007260508
42601,0,0.33405474
42602,1,0.6640636
42603,0,0.1839343
42604,1,0.8566859
42605,0,0.4833512
42606,1,0.82261217
42607,0,0.3977477
42608,0,0.15484653
42609,0,2.2605118e-06
42610,1,0.6580376
42611,1,0.68865824
42612,0,0.034114625
42613,0,0.06195507
42614,0,0.015461827
42615,0,0.2705507
42616,1,0.8465251
42617,0,0.42804354
42618,1,0.67006093
42619,0,0.19891325
42620,1,0.7252395
42621,1,0.5986809
42622,0,0.439108
42623,1,0.64169115
42624,0,0.021758981
42625,0,0.14374606
42626,1,0.81144655
42627,1,0.7046704
42628,1,0.8669066
42629,1,0.7455486
42630,1,0.9162489
42631,0,0.32849646
42632,0,0.011819385
42633,0,0.04832734
42634,0,0.30394056
42635,0,0.08101203
42636,0,0.31110862
42637,1,0.5515215
42638,0,0.018846052
42639,1,0.62204033
42640,0,0.09235331
42641,0,0.05396991
42642,0,0.2710942
42643,0,0.33325556
42644,0,0.4369111
42645,1,0.7356715
42646,1,0.69962955
42647,0,0.03142714
42648,0,0.123690486
42649,0,0.24352525
42650,0,0.47299162
42651,0,0.15672664
42652,0,0.25852334
42653,0,0.20393088
42654,0,0.22794874
42655,0,0.035746347
42656,0,0.4979269
42657,1,0.71917295
42658,0,0.08089127
42659,0,0.3797248
42660,0,0.3097422
42661,0,0.16493429
42662,1,0.83166915
42663,0,0.033448495
42664,0,0.07065593
42665,0,0.3424634
42666,1,0.58367306
42667,0,0.15991288
42668,0,0.0590581
42669,1,0.826231
42670,1,0.9031862
42671,0,0.24010797
42672,1,0.93624127
42673,0,0.23999128
42674,0,0.0029762194
42675,0,0.24327719
42676,0,0.41506943
42677,1,0.58454126
42678,0,0.11241247
42679,0,0.06677099
42680,0,0.35331413
42681,0,0.010612293
42682,1,0.7431936
42683,1,0.8976783
42684,0,0.010742286
42685,0,0.23192868
42686,0,0.1254426
42687,0,0.02644828
42688,1,0.57098764
42689,1,0.9472998
42690,0,0.28402773
42691,0,0.00430127
42692,0,0.037155747
42693,1,0.71806616
42694,0,0.09231404
42695,0,0.3572183
42696,1,0.5843702
42697,0,0.38087013
42698,0,0.2392031
42699,1,0.59779483
42700,0,0.3353963
42701,0,0.0014533319
42702,0,0.070537545
42703,0,0.15126134
42704,0,0.22808605
42705,0,0.02651444
42706,0,0.07908852
42707,0,0.01210106
42708,0,0.04329131
42709,0,0.0007330424
42710,1,0.52103543
42711,0,0.36818048
42712,1,0.7331395
42713,0,0.016374577
42714,0,0.12791578
42715,0,0.08726642
42716,1,0.7250832
42717,0,0.018655403
42718,0,0.03308981
42719,0,0.027976586
42720,1,0.75090253
42721,1,0.7874354
42722,0,0.37530226
42723,0,0.2770968
42724,0,0.30226368
42725,0,0.001774382
42726,0,0.12067866
42727,1,0.9412068
42728,0,0.10356247
42729,1,0.87609714
42730,0,0.4298419
42731,0,0.05296442
42732,1,0.9207407
42733,1,0.8103851
42734,0,0.28878596
42735,0,0.17482273
42736,1,0.8268972
42737,0,0.4128735
42738,0,0.0128054675
42739,0,0.25120336
42740,0,0.32140014
42741,1,0.82728934
42742,0,0.026498247
42743,1,0.75947344
42744,1,0.8397724
42745,1,0.8062467
42746,0,0.09278691
42747,1,0.68788356
42748,1,0.87087417
42749,1,0.6976805
42750,1,0.72507226
42751,0,0.057962973
42752,0,0.038688805
42753,0,0.42795306
42754,1,0.5167816
42755,1,0.7885909
42756,0,0.21876042
42757,0,0.055508077
42758,1,0.71054816
42759,0,0.43966296
42760,0,0.4001996
42761,0,0.055392146
42762,1,0.9107583
42763,0,0.16290036
42764,1,0.87906706
42765,0,0.42482096
42766,0,0.028723467
42767,0,0.0018097562
42768,1,0.64454985
42769,0,0.16816129
42770,0,0.108474985
42771,1,0.8721737
42772,0,0.18732908
42773,1,0.55724746
42774,0,0.0340337
42775,0,0.00573394
42776,0,0.055158716
42777,0,0.20074399
42778,0,0.32475308
42779,0,0.14322925
42780,0,0.03403129
42781,1,0.5250709
42782,0,0.039636508
42783,1,0.62371206
42784,1,0.63470125
42785,0,0.49673697
42786,0,4.649773e-17
42787,1,0.6134472
42788,1,0.519703
42789,1,0.8830916
42790,0,0.20229149
42791,0,0.11533272
42792,0,0.13531606
42793,0,0.12110274
42794,0,0.19861746
42795,1,0.7345097
42796,1,0.87702835
42797,0,0.047887005
42798,1,0.5816825
42799,0,0.0555075
42800,1,0.6580804
42801,1,0.70896274
42802,0,0.17579141
42803,0,0.0757515
42804,0,0.07301148
42805,0,0.013333388
42806,1,0.7027254
42807,0,0.30777642
42808,0,7.399371e-05
42809,0,0.20204829
42810,1,0.91444975
42811,1,0.7869921
42812,0,0.47390476
42813,1,0.79594946
42814,0,0.43699026
42815,0,0.06463508
42816,0,0.029258111
42817,1,0.596039
42818,0,0.16454753
42819,0,0.24865973
42820,1,0.74102914
42821,0,0.010834678
42822,1,0.6321071
42823,1,0.70375633
42824,0,0.16159235
42825,0,0.007883081
42826,1,0.9055034
42827,0,0.31283325
42828,1,0.7018362
42829,0,0.27483174
42830,1,0.6799283
42831,1,0.8929838
42832,0,0.1274712
42833,1,0.6340278
42834,0,0.13247205
42835,1,0.8940003
42836,0,0.34114307
42837,1,0.8679886
42838,0,0.022370527
42839,1,0.8033267
42840,0,0.013137571
42841,0,6.238551e-06
42842,0,0.2713228
42843,1,0.8282489
42844,0,0.16536142
42845,0,0.05907871
42846,1,0.8006404
42847,0,0.2504574
42848,0,0.0078068348
42849,0,0.07481673
42850,0,0.17994411
42851,1,0.5929416
42852,1,0.520583
42853,1,0.87042874
42854,0,0.07516445
42855,0,0.026212126
42856,0,0.21330863
42857,1,0.8834117
42858,0,0.08176564
42859,0,0.012838814
42860,0,0.23226796
42861,0,0.043489728
42862,0,0.006504014
42863,0,0.0036211729
42864,1,0.8764441
42865,1,0.6745944
42866,0,0.24334209
42867,0,0.2295609
42868,1,0.88883036
42869,0,0.03477716
42870,0,0.035707016
42871,1,0.88460606
42872,0,0.42496255
42873,0,0.14150907
42874,0,0.3609335
42875,1,0.60710824
42876,1,0.6121622
42877,0,0.19769362
42878,1,0.5113874
42879,0,0.24157146
42880,0,0.03616713
42881,0,0.0095656095
42882,1,0.84742564
42883,1,0.74371797
42884,0,0.07009135
42885,1,0.7974858
42886,1,0.9214727
42887,0,0.23748103
42888,0,0.3155992
42889,1,0.87084275
42890,1,0.81368077
42891,0,0.32567862
42892,0,0.20122193
42893,0,0.08522506
42894,0,0.021760037
42895,1,0.5147156
42896,0,0.064267114
42897,0,0.44423556
42898,1,0.9510398
42899,0,0.16547827
42900,0,0.29397044
42901,1,0.7236771
42902,0,0.20222309
42903,1,0.5627201
42904,1,0.6908073
42905,0,0.03812014
42906,0,0.23024565
42907,1,0.52818036
42908,1,0.8567763
42909,0,0.37158397
42910,0,0.008799997
42911,1,0.8972253
42912,0,0.33121258
42913,0,0.234157
42914,0,0.13928588
42915,1,0.5549505
42916,0,0.0005730412
42917,0,0.017355695
42918,0,0.117755376
42919,0,0.4650064
42920,0,0.36881265
42921,1,0.65687436
42922,1,0.7956086
42923,1,0.9402425
42924,1,0.68946165
42925,1,0.58690834
42926,0,0.024079205
42927,0,0.054713503
42928,0,0.47290492
42929,0,0.027356911
42930,1,0.7116381
42931,0,0.34453017
42932,1,0.8249402
42933,0,0.04273182
42934,1,0.9663134
42935,0,0.34621912
42936,1,0.79513824
42937,1,0.7960931
42938,1,0.9403702
42939,0,0.23847505
42940,1,0.64017713
42941,1,0.5280167
42942,0,0.31433225
42943,1,0.9120432
42944,0,0.4006056
42945,1,0.6468098
42946,0,0.29141098
42947,0,0.060918212
42948,1,0.60018975
42949,0,0.0524089
42950,0,0.47523856
42951,0,0.20987661
42952,0,0.2866103
42953,1,0.84631383
42954,0,0.48992085
42955,1,0.8976701
42956,0,0.40000755
42957,1,0.6230621
42958,0,0.32178223
42959,0,0.36006293
42960,0,0.09570174
42961,1,0.5050405
42962,1,0.94160473
42963,0,0.18464202
42964,0,0.06403521
42965,0,0.0028221027
42966,1,0.8214376
42967,1,0.7795632
42968,0,0.019345326
42969,0,0.32025406
42970,0,0.065972306
42971,0,0.28652665
42972,1,0.77960706
42973,1,0.7834124
42974,0,0.046886098
42975,0,0.3886405
42976,0,0.22677526
42977,0,0.17843089
42978,1,0.7619996
42979,0,0.14359139
42980,1,0.51773673
42981,0,0.44746834
42982,0,0.2427793
42983,0,0.109938756
42984,0,0.45919755
42985,1,0.5300171
42986,0,0.32083836
42987,1,0.9582051
42988,0,0.05969501
42989,0,0.24172747
42990,1,0.71949524
42991,0,0.11174832
42992,0,0.04796738
42993,0,0.062920146
42994,1,0.56182396
42995,1,0.8002196
42996,0,0.2687429
42997,0,0.35256508
42998,1,0.8500894
42999,1,0.7123529
43000,0,0.31124368
43001,0,0.13036658
43002,0,0.25455698
43003,1,0.7006934
43004,1,0.748224
43005,0,0.28635392
43006,1,0.7593097
43007,0,0.4532998
43008,0,0.26737127
43009,0,0.29101136
43010,1,0.7838615
43011,0,0.3474645
43012,0,0.4877239
43013,0,0.26691228
43014,1,0.73058945
43015,0,0.22222644
43016,1,0.5937756
43017,0,0.17162147
43018,0,0.12403751
43019,0,0.28837147
43020,1,0.8384185
43021,0,0.3051521
43022,0,0.43029776
43023,1,0.84397614
43024,0,0.13499732
43025,1,0.68328106
43026,1,0.7149921
43027,0,0.07771747
43028,0,0.18991399
43029,1,0.5549555
43030,0,0.32308543
43031,0,0.03750662
43032,0,0.010750294
43033,1,0.86229026
43034,0,0.17237622
43035,0,0.32652333
43036,0,0.028468434
43037,0,0.10511922
43038,1,0.58374614
43039,0,0.17611356
43040,0,0.25727898
43041,0,0.15681879
43042,0,1.954522e-25
43043,1,0.8473242
43044,0,0.06332229
43045,0,0.11106838
43046,1,0.797468
43047,0,0.24177611
43048,0,0.25051013
43049,0,0.19932573
43050,1,0.6809612
43051,0,0.1539455
43052,0,0.020839237
43053,1,0.6726557
43054,0,0.1537508
43055,0,0.29488903
43056,0,0.3643652
43057,0,0.08908327
43058,1,0.8545877
43059,1,0.64329326
43060,0,0.0040823217
43061,0,0.08299371
43062,0,0.18153656
43063,1,0.6782687
43064,1,0.9391358
43065,1,0.6615296
43066,0,0.13771102
43067,0,0.23303445
43068,1,0.63595986
43069,0,0.026908241
43070,0,0.24066457
43071,0,7.737358e-06
43072,0,0.001835446
43073,0,0.25505793
43074,1,0.78547585
43075,0,0.2327349
43076,0,0.035598617
43077,1,0.5241321
43078,0,0.37275544
43079,1,0.56821024
43080,0,0.12833998
43081,0,0.13219367
43082,0,0.18341112
43083,0,0.16448738
43084,0,0.00056732976
43085,0,1.0906875e-05
43086,0,0.035623185
43087,1,0.6050335
43088,0,0.2534559
43089,1,0.81302065
43090,1,0.5775045
43091,1,0.8059721
43092,0,0.0071774153
43093,1,0.9284203
43094,0,0.21415217
43095,0,0.0041568773
43096,1,0.7896609
43097,0,0.06897481
43098,1,0.6168578
43099,1,0.5535407
43100,0,0.3627376
43101,0,0.30548832
43102,1,0.68370664
43103,0,0.046664592
43104,0,0.05163371
43105,0,0.35046822
43106,1,0.6647567
43107,1,0.6899817
43108,0,0.04013725
43109,0,0.26259252
43110,1,0.81190985
43111,0,0.47576237
43112,1,0.82198566
43113,0,0.2947806
43114,1,0.7103377
43115,0,0.16837159
43116,1,0.61178744
43117,0,0.10814236
43118,0,0.15363272
43119,1,0.71213233
43120,1,0.88981944
43121,0,0.11670614
43122,1,0.5435402
43123,1,0.5897814
43124,1,0.96822256
43125,1,0.74229264
43126,0,0.1630341
43127,1,0.5096036
43128,1,0.9083524
43129,1,0.5172416
43130,0,0.3713012
43131,0,0.49620494
43132,0,0.28660583
43133,1,0.8279968
43134,1,0.5489494
43135,1,0.60773015
43136,0,0.32230237
43137,0,0.27430457
43138,0,0.03225388
43139,0,0.15114339
43140,0,0.17498668
43141,0,0.056363117
43142,1,0.9168098
43143,0,0.47658753
43144,1,0.7447563
43145,1,0.84881645
43146,0,0.046316124
43147,0,0.14853689
43148,1,0.7988671
43149,0,0.031298645
43150,0,0.4636971
43151,0,0.07456211
43152,0,0.013421612
43153,0,0.110679634
43154,0,0.097021356
43155,0,0.25218177
43156,0,0.04906845
43157,0,0.025998607
43158,1,0.70172065
43159,0,0.42228636
43160,1,0.85559285
43161,0,0.12925959
43162,0,0.2943955
43163,0,0.043760967
43164,0,0.021280857
43165,1,0.64882404
43166,0,0.020904796
43167,0,0.005955256
43168,0,0.002737528
43169,1,0.65096295
43170,0,0.2154564
43171,1,0.9482704
43172,1,0.96360785
43173,0,0.28729177
43174,1,0.96654636
43175,1,0.89077973
43176,0,0.2553166
43177,0,0.034904186
43178,0,0.032040395
43179,0,0.48728645
43180,1,0.7725156
43181,0,0.24447109
43182,1,0.911169
43183,0,0.0011615632
43184,0,0.21694395
43185,1,0.8970051
43186,0,2.681816e-07
43187,1,0.7027328
43188,1,0.55090934
43189,0,0.030280232
43190,0,0.16182725
43191,0,0.28149492
43192,1,0.57066494
43193,1,0.50603867
43194,1,0.5265883
43195,0,0.1761346
43196,0,0.37613964
43197,0,0.24545269
43198,1,0.728525
43199,0,0.009574825
43200,0,0.32117805
43201,1,0.8066857
43202,0,0.027902333
43203,0,0.040661853
43204,0,0.36308637
43205,0,0.13319516
43206,1,0.80414945
43207,0,0.0007889329
43208,1,0.9313603
43209,0,0.08780165
43210,0,0.42040437
43211,1,0.79018784
43212,0,0.38418716
43213,1,0.53826886
43214,0,0.041319
43215,0,0.19474599
43216,0,0.47839674
43217,0,0.056519013
43218,1,0.77741575
43219,0,0.00040453667
43220,0,0.44818923
43221,1,0.56331456
43222,0,0.21725152
43223,0,0.0184651
43224,0,0.07795337
43225,0,0.31980225
43226,1,0.8211365
43227,1,0.67904806
43228,0,0.174308
43229,0,0.17591132
43230,0,8.997893e-06
43231,1,0.5525001
43232,0,0.48525122
43233,0,0.22993475
43234,0,0.02537522
43235,0,0.0055983597
43236,0,0.0087055145
43237,0,0.1984781
43238,0,0.11533004
43239,0,0.039303765
43240,0,0.043117348
43241,0,0.29095438
43242,0,0.24166109
43243,0,0.4013946
43244,1,0.849214
43245,1,0.566093
43246,0,0.008618457
43247,0,0.2639437
43248,1,0.60689396
43249,1,0.8168334
43250,1,0.8672925
43251,1,0.51091516
43252,1,0.90253997
43253,0,0.034114532
43254,1,0.81705797
43255,1,0.7272997
43256,1,0.87256473
43257,0,0.0396541
43258,1,0.83339906
43259,0,0.014664757
43260,1,0.8675928
43261,1,0.59450114
43262,0,0.08501618
43263,1,0.60728735
43264,0,0.47614285
43265,1,0.75783616
43266,1,0.7556142
43267,0,0.16356026
43268,0,0.047461595
43269,0,0.00021518912
43270,1,0.7454608
43271,0,0.16862957
43272,0,0.40069878
43273,1,0.85755587
43274,0,0.031864364
43275,0,0.42951158
43276,0,0.43917918
43277,0,0.4959905
43278,1,0.958227
43279,1,0.76068586
43280,0,0.2670002
43281,0,0.039942827
43282,0,0.24001397
43283,1,0.79254216
43284,0,0.0619956
43285,0,0.30830988
43286,0,0.43200034
43287,1,0.52636033
43288,0,0.27209938
43289,1,0.7902728
43290,0,0.0033179433
43291,0,0.081099324
43292,0,0.1165284
43293,1,0.87722385
43294,0,0.38357162
43295,0,0.13930151
43296,1,0.7681744
43297,0,0.46383867
43298,0,0.07971005
43299,0,0.18122044
43300,0,0.09548706
43301,0,0.41777176
43302,0,0.3475888
43303,0,0.44232404
43304,0,0.42353636
43305,0,0.040061127
43306,1,0.91322523
43307,0,0.06202529
43308,1,0.6769787
43309,1,0.8739072
43310,0,0.33127338
43311,0,0.23534732
43312,0,0.061738327
43313,1,0.8432203
43314,0,0.43808013
43315,1,0.90168136
43316,1,0.53547406
43317,0,0.22672251
43318,0,0.37523112
43319,0,0.23026316
43320,1,0.56778884
43321,1,0.82880586
43322,0,0.48820862
43323,1,0.92548746
43324,0,0.37739527
43325,0,0.34561977
43326,0,0.019346638
43327,1,0.7174141
43328,0,0.4909033
43329,0,0.30133295
43330,0,0.35109615
43331,0,0.03726675
43332,1,0.93326056
43333,0,0.2792162
43334,0,0.3748244
43335,0,0.013677669
43336,0,0.0046095215
43337,1,0.58381605
43338,0,0.44769636
43339,0,0.089721695
43340,0,0.08658907
43341,1,0.8980487
43342,1,0.75251925
43343,1,0.78988993
43344,0,0.15536156
43345,0,0.3648612
43346,1,0.74740195
43347,0,0.4920537
43348,1,0.93095016
43349,0,0.048879623
43350,0,0.12117301
43351,1,0.77746046
43352,1,0.6480004
43353,1,0.83008885
43354,1,0.80053884
43355,0,0.39575532
43356,0,2.0002248e-05
43357,1,0.8628065
43358,0,0.003106311
43359,0,0.05980501
43360,0,0.30478218
43361,0,0.060632747
43362,0,0.056811497
43363,0,0.07215403
43364,0,0.19341177
